pair_key,프로필,좋아하는_게임,좋아하는_게임_장르,추천_게임,추천_게임_장르,추천_게임_설명,적합도,이유태그,메모
B0066,A02,Sid Meier’s Civilization® VI / XCOM® 2 / Stellaris,"전략 / 전략 / 시뮬레이션, 전략",Space Haven,"인디, RPG, 시뮬레이션, 전략",아마추어 시민 승무원들과 새로운 보금자리를 찾아 떠나는 경이로운 우주 항해를 떠나보세요. 타일을 하나하나 연결해 우주선을 제작하고 연료 보급 상태를 최적화하세요. 승무원의 요구와 기분을 관리하고 이 흥미진진한 우주선 식민지 시뮬레이션 게임에서 경이로운 우주를 탐험해보시는 건 어떨까요?,,,
B0067,A03,Salt and Sanctuary,"액션, 인디, RPG",Cruelty Squad,"액션, 인디, 시뮬레이션",An immersive power fantasy simulator with tactical stealth elements set in a sewage infused garbage world,,,
B0068,A19,Garry's Mod / Team Fortress 2 / Left 4 Dead 2,"캐주얼, 인디, 시뮬레이션 / 액션, 무료 플레이 / 액션",李雷和韩梅梅,"캐주얼, 인디, RPG, 시뮬레이션",A campus simulation game full of tons of surprising interactive gameplay elements along the way.,,,
B0069,A06,서브노티카 / The Long Dark / No Man's Sky,"어드벤처, 인디 / 어드벤처, 인디, 시뮬레이션, 전략 / 액션, 어드벤처",Sea of Survivors,"액션, 어드벤처, 캐주얼, 인디, 앞서 해보기",생존자의 바다에선 어떤 방향으로든 항해할 수 있지만 움직임을 멈출 순 없습니다. 해적 무리와 바다 괴물을 피하고 파괴해 경험치를 얻고 레벨을 올리고 선박 업그레이드를 선택하세요. 기이한 저주를 발견하고 특별한 보물을 잠금 해제하고 생존을 위해 싸우세요.,,,
B0070,A11,Hollow Knight / Dead Cells / Garry's Mod,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 캐주얼, 인디, 시뮬레이션",[REDACTED],액션,"평론가들의 극찬을 받은 로그라이크 [REDACTED]에서 괴물들을 학살하고, 라이벌을 따돌리고, 동료 교도관의 되살아난 시체와 맞서 싸우며 블랙 아이언 교도소를 탈출하세요.",,,
B0071,A25,Raft / Stardew Valley / Counter-Strike 2,"어드벤처, 인디, 시뮬레이션 / 인디, RPG, 시뮬레이션 / 액션, 무료 플레이",Pathless Woods,"어드벤처, 캐주얼, 인디, RPG, 시뮬레이션, 전략, 앞서 해보기","Embark on a cozy open-world survival journey inspired by ancient China's heritage. Gather resources, cultivate crops, build your dream home, and defend it from marauders. Team up with friends to explore and uncover a world where adventure meets serenity.",,,
B0072,A10,Death's Door / Children of Morta / Roboquest / Spelunky 2 / Nuclear Throne / Streets of Rogue / Neon Abyss / Curse of the Dead Gods / Rogue Legacy 2 / Have a Nice Death,"액션, 어드벤처, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 인디 / 액션, 인디 / 액션, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 어드벤처 / 액션, 어드벤처, 인디, RPG / 액션, 인디",루시의 일기,"액션, 어드벤처, 인디, RPG, 전략","루시의 일기는 RPG Maker로 제작된 액션 로그라이트 게임입니다. 무기에 따라서 전투스타일이 변화하며, 매번 새로운 스킬과 어빌리티를 얻게 됩니다. 주어진 다양한 상황에 맞게 전략적으로 당신의 플레이스타일을 만들어보세요!",,,
B0073,A02,Sid Meier’s Civilization® VI / XCOM® 2 / Stellaris,"전략 / 전략 / 시뮬레이션, 전략",Farworld Pioneers,"액션, 어드벤처, 인디, 시뮬레이션","오픈월드 sci-fi 샌드박스 게임. 혼자서도, 친구와 함께도 멀티플레이로 탐험하고, 외계 행성에 식민지를 건설 & 관리하고, 독특한 개성과 기술을 가진 AI 생존자를 모집하세요. 다 함께 제작, 건설, 채굴, 농사를 짓거나 레이저 소총을 등에 메고 은하계에 맞서 싸우세요!",,,
B0074,A22,Opus Magnum,"인디, 시뮬레이션",Sunshine Heavy Industries,"캐주얼, 인디, 시뮬레이션","Welcome to Sunshine Heavy Industries! As the new spaceship engineer, solve increasingly tricky design puzzles with your own personal style. Manage customer demands, juggle budget and ship performance, and survive the questionable decision making skills of your business partner.",,,
B0075,A11,Hollow Knight / Dead Cells / Garry's Mod,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 캐주얼, 인디, 시뮬레이션",Nuclear Blaze,"액션, 어드벤처, 인디","A unique 2D firefighting platformer from the creator of Dead Cells, featuring devastating backdrafts, exploding walls, and expected cat rescues. Battle your way through a mysterious government facility, striving to keep the blaze under control.",,,
B0076,A13,Sid Meier's Civilization® V / Europa Universalis IV / Human Fall Flat,"전략 / 시뮬레이션, 전략 / 어드벤처, 캐주얼, 인디, 시뮬레이션",헤드 헤드의 모험:chibichibi,"액션, 어드벤처, 캐주얼, 인디, 레이싱","[97% 압도적 긍정적] 말 그대로 '헤드 헤드의 모험' 그 자체인 2인 협동(우정 파괴) 플랫폼 점프 게임입니다.냅다 머리통을 날리고, 머리로만 데굴데굴 구르고, 친구 머리는 축구공처럼 뻥 차버리는 게임이 있다?!플랫폼 점프 액션과 유쾌한 물리 시뮬레이션의 결합! 친구와 손잡고 난장판이 된 세계 속으로 지금 뛰어들어 보세요! (본 게임은 싱글 플레이도 완벽하게 지원합니다)",,,
B0077,A16,DARK SOULS™ III / The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition,액션 / RPG / RPG,블레이드 오브 파이어 Blades of Fire,"액션, 어드벤처","강철을 단조하여 전투와 진행 상황, 운명을 모두 바꿀 수 있는 다크 판타지 어드벤처입니다.",,,
B0078,A01,DARK SOULS™ III / Fallout 4 / The Forest,"액션 / RPG / 액션, 어드벤처, 인디, 시뮬레이션",LIFE EFFECT Survival,"액션, 어드벤처, 인디, 앞서 해보기","Survive in a harsh and dangerous world after an alien invasion. Gather resources, craft equipment, fight mutants and massive monsters, use weapons, vehicles and robots, explore territories, defend strongholds and fight for survival.",,,
B0079,A17,Hollow Knight / Dead Cells / Celeste,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 액션, 어드벤처, 인디",Cataclysm: Dark Days Ahead,"어드벤처, RPG","카타클리즘: 다크 데이즈 어헤드는 모던 로그라이크를 대표하는 좀비 생존 게임입니다. 턴제 방식의 게임 플레이와 RPG 스킬 시스템으로 로그라이크 장르를 새로운 방식으로 개척했습니다. 자원을 수집하고, 적들과 싸우고, 차량을 구해 세상을 탐험하거나, 은신처를 만들어 살아남으세요.",,,
B0080,A19,Garry's Mod / Team Fortress 2 / Left 4 Dead 2,"캐주얼, 인디, 시뮬레이션 / 액션, 무료 플레이 / 액션",Game Dev Studio,"캐주얼, 인디, 시뮬레이션, 전략",Welcome to your own Game Dev Studio! How will you run your own offices and ascend to greatness in the gaming industry?,,,
B0081,A01,DARK SOULS™ III / Fallout 4 / The Forest,"액션 / RPG / 액션, 어드벤처, 인디, 시뮬레이션",PAYDAY™ The Heist,액션,"Take on the role of a hardened career criminal executing intense, dynamic heists in constant pursuit of the next “big score”",,,
B0082,A20,Team Fortress 2 / Left 4 Dead 2 / Terraria,"액션, 무료 플레이 / 액션 / 액션, 어드벤처, 인디, RPG",World War Z,액션,"World War Z is a heart-pounding coop third-person shooter for up to 4 players featuring massive swarms of hundreds of zombies, focused on fast-paced, gruesomely spectacular action.",,,
B0083,A03,Salt and Sanctuary,"액션, 인디, RPG",Town of Salem,"액션, 캐주얼, RPG, 전략","Inspired by the party games Werewolf and Mafia, Town of Salem is a game of murder, mystery and deception.",,,
B0084,A24,Stardew Valley / Slime Rancher / Raft,"인디, RPG, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션 / 어드벤처, 인디, 시뮬레이션",Beyond Contact,"액션, 어드벤처, 인디","A fiercely formidable sci-fi survival game, set on a hostile alien world that wants you dead! Alone, or with a crew, do you have what it takes to survive?",,,
B0085,A18,Project Zomboid / Don't Starve / The Forest,"인디, RPG, 시뮬레이션, 앞서 해보기 / 어드벤처, 인디, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션",Eco,"어드벤처, 인디, 시뮬레이션, 앞서 해보기","Build a civilization of real people, working together to advance society and stop a meteor, all without destroying the ecosystem in the process.",,,
B0086,A21,Into the Breach / Monster Train / Mini Metro,"인디, RPG, 시뮬레이션, 전략 / 전략 / 인디, 시뮬레이션, 전략",Core Defense,"캐주얼, 인디, 전략","A roguelike tower defense game with a dash of deckbuilding. Choose a reward, improve your build, survive the next wave, repeat. Highly replayable, difficult, and addictive. You'll want just one more wave, just one more run!",,,
B0087,A13,Sid Meier's Civilization® V / Europa Universalis IV / Human Fall Flat,"전략 / 시뮬레이션, 전략 / 어드벤처, 캐주얼, 인디, 시뮬레이션",Worms Ultimate Mayhem,전략,Load your weapons and experience a whole new dimension in destructive turn-based cartoon action!,,,
B0088,A03,Salt and Sanctuary,"액션, 인디, RPG",Judgment: Apocalypse Survival Simulation,"인디, 시뮬레이션, 전략","Build, scavenge, craft, and perform occult rituals to survive in a demon-infested, post-apocalyptic colony simulation. Will you survive Judgment day?",,,
B0089,A07,Hardspace: Shipbreaker / Hacknet / The Case of the Golden Idol / 방 탈출 시뮬레이터 / shapez 2 - Factory,"시뮬레이션 / 인디, 시뮬레이션 / 어드벤처, 인디 / 어드벤처, 캐주얼, 인디, 시뮬레이션 / 캐주얼, 인디, 시뮬레이션, 전략",Escape First Alchemist ⚗️,"액션, 어드벤처, 캐주얼, 인디, 시뮬레이션, 스포츠","First-person escape game, playable solo or co-op with up to 4 people. Solve riddles of a reclusive alchemist that trapped you in his workshop. Brew potions and overcome challenges as he laughs at your failures and makes light of your successes...But what if things are not what they seem?",,,
B0090,A21,Into the Breach / Monster Train / Mini Metro,"인디, RPG, 시뮬레이션, 전략 / 전략 / 인디, 시뮬레이션, 전략",Railroads & Catacombs,"어드벤처, 인디, RPG, 전략","In this exciting Card Building Roguelike game you create your cards from scratch adding different upgrades. Build your train, explore the Labyrinth and survive. Discover infinite synergies. How far will you go?",,,
B0091,A12,Euro Truck Simulator 2 / 아세토 코르사 Assetto Corsa / Left 4 Dead 2,"인디, 시뮬레이션 / 인디, 레이싱, 시뮬레이션, 스포츠 / 액션",Survival Zombies The Inverted Evolution,"액션, 어드벤처, 인디, 시뮬레이션",Survival Zombies is a bloody chaotic survival first person shooter that pits heavily armed players against humanity's greatest fear - hordes of undead.,,,
B0092,A05,A Short Hike / ISLANDERS / Gorogoa,"어드벤처, 인디 / 캐주얼, 인디, 전략 / 어드벤처, 캐주얼, 인디",挂机手游模拟器,"캐주얼, 인디, 시뮬레이션, 전략","Idle farming for treasures, summoning heroes, collecting compendiums, crafting equipment, unlocking formations, researching technologies, sweeping maps, and competing for resources!",,,
B0093,A13,Sid Meier's Civilization® V / Europa Universalis IV / Human Fall Flat,"전략 / 시뮬레이션, 전략 / 어드벤처, 캐주얼, 인디, 시뮬레이션",Easy Red 2,"액션, 인디, 시뮬레이션, 전략","Experience massive battles with infantry, tanks, artillery, and aircraft on large destructible open-world maps. Equip yourself, coordinate with your squad, and fight through World War II in singleplayer, co-op, or multiplayer!",,,
B0094,A19,Garry's Mod / Team Fortress 2 / Left 4 Dead 2,"캐주얼, 인디, 시뮬레이션 / 액션, 무료 플레이 / 액션",Band of Defenders,액션,"A Co-Op FPS game with base building in a post-apocalyptic world. Craft weapons, build barricades and automated turrets, unlock new gear and items for visual customization and kill all savages and mutants trying to destroy the remnants of human civilization.",,,
B0095,A21,Into the Breach / Monster Train / Mini Metro,"인디, RPG, 시뮬레이션, 전략 / 전략 / 인디, 시뮬레이션, 전략",Ticket to Ride®,"캐주얼, 시뮬레이션, 전략","Discover a fresh adaptation of the iconic, multi-award-winning board game. Play against fellow fans around the world, or take on state-of-the-art AI opponents. Build a railway empire, claim routes and dominate your competitors on the leaderboards in this fan-favourite modern classic!",,,
B0096,A01,DARK SOULS™ III / Fallout 4 / The Forest,"액션 / RPG / 액션, 어드벤처, 인디, 시뮬레이션",Infectonator: Survivors,"액션, 어드벤처, 인디, RPG, 시뮬레이션, 전략","""Infectonator : Survivors"" is a Randomized Permadeath Survival Simulator that combines RTS, Tower Defense, Roguelike, and Management-Simulation gameplay. The goal is to lead a group of survivors in a struggle to stay alive and find rescue in a zombie apocalyptic world.",,,
B0097,A21,Into the Breach / Monster Train / Mini Metro,"인디, RPG, 시뮬레이션, 전략 / 전략 / 인디, 시뮬레이션, 전략",Sweet Transit,"인디, 시뮬레이션, 전략",Sweet Transit은 철도가 곧 왕인 독특한 도시 건설 게임입니다. 시민들을 위한 꿈의 공급망을 구축하고 자동화하여 고풍스러운 마을을 번화한 도시로 확장하는 데 필요한 모든 걸 지원해 주세요. 증기 동력에서 디젤로 강화하면서 그 이상의 고품질 기차 세계까지 경험해 보세요.,,,
B0098,A01,DARK SOULS™ III / Fallout 4 / The Forest,"액션 / RPG / 액션, 어드벤처, 인디, 시뮬레이션",Delivery from the Pain:Survival / 末日方舟:生存,"액션, 어드벤처, 인디, RPG, 시뮬레이션, 전략","You'll play as a survivor in a world overrun by zombies. Explore and interact with other survivors, making tough choices about whether to help or exploit them. Defend against zombies, collect resources, craft, and fortify your shelter. Use strategy to escape this world and return to safety.",,,
B0099,A09,Hearts of Iron IV / Europa Universalis IV / Sid Meier's Civilization® V,"시뮬레이션, 전략 / 시뮬레이션, 전략 / 전략",GLADIABOTS - AI Combat Arena,"인디, 시뮬레이션, 전략","Assemble your robot squad, construct their AI and send them in the battle arena to see your strategy play out. Iterate, improve and repeat until you outsmart all your opponents and friends online.",,,
B0100,A19,Garry's Mod / Team Fortress 2 / Left 4 Dead 2,"캐주얼, 인디, 시뮬레이션 / 액션, 무료 플레이 / 액션",Over 9000 Zombies!,"액션, 인디","Over 9000 Zombies! is top-down arcade action blown out of all reasonable proportions. An endless horde of zombies is coming your way, how long can you survive?",,,
